task1.time,task1.EpoRJAK2,task1.EpoRpJAK2,task1.p1EpoRpJAK2,task1.p2EpoRpJAK2,task1.p12EpoRpJAK2,task1.SHP1,task1.SHP1Act,task1.STAT5,task1.pSTAT5,task1.npSTAT5,task1.CISRNA,task1.CIS,task1.SOCS3RNA,task1.SOCS3
143.75,3.7609974608860317,0.1213967598205766,0.014849882875946742,0.058976249450968285,0.019999646992598766,26.561162427337546,0.16393757266245512,68.75775739204568,7.899767385331309,4.503236687769454,0.05507168126395729,25.210829949203152,0.05568182482877893,9.669318189398057
144.0,3.760985192632438,0.12140059679798462,0.014850912671658719,0.05898102286758956,0.020002275056451514,26.561137613734815,0.16396238626518875,68.76937687110487,7.892699768235161,4.4966157976414065,0.05490261481185517,25.207875801333376,0.05564921865423696,9.663656034263862
144.25,3.760972768778,0.12140447930546597,0.014851955313605556,0.05898585729681482,0.020004939332235655,26.561112830457738,0.16398716954226455,68.78089162072477,7.8856997135568205,4.490048968635489,0.05473461624925638,25.204774825213583,0.05561654265290596,9.657981753412333
144.5,3.7609601913501565,0.12140840671631195,0.014853010629498543,0.05899075193872606,0.02000763939142885,26.56108807718489,0.16401192281511162,68.79230233770187,7.878766761900633,4.483535855441424,0.054567680882462284,25.201528291649204,0.05558379805825632,9.652295561039951
144.75,3.7609474623573194,0.12141237840854777,0.01485407844838068,0.058995706000307235,0.02001037481156671,26.561063353598698,0.1640366464013026,68.80360971479,7.871900456564099,4.477076114711846,0.05440180402364924,25.19813746390496,0.05555098609447803,9.646597669731634
145.0,3.7609345837889885,0.1214163937648756,0.014855158600610374,0.05900071869538359,0.020013145176264086,26.561038659385396,0.1640613406146039,68.81481444072635,7.865100343517833,4.470669405053537,0.054236980992018194,25.19460359768685,0.05551810797654756,9.640888290472336
145.25,3.7609215580619626,0.1214204522310051,0.014856250928383283,0.059005789175925236,0.02001594962884534,26.56101399425394,0.16408600574606588,68.82591719547608,7.858365977241888,4.464315385455314,0.05407320631502604,25.190927985771214,0.05548516489971504,9.63516763082148
145.5,3.760908388012916,0.12142455331460936,0.014857355285537874,0.059010916533146614,0.020018786879911522,26.56098935793561,0.16411064206439405,68.8369186503391,7.851696920606726,4.458013715305693,0.05391047374305735,25.18711195723196,0.05545215803974992,9.629435894955598
145.75,3.7608950747397016,0.12142869630271433,0.014858471486542098,0.059016100129592894,0.020021657367570864,26.560964750092253,0.16413524990775175,68.84781949111549,7.845092716512602,4.451764061949658,0.05374878012159901,25.183156661363252,0.055419088604205156,9.623693292570513
146.0,3.760881620226364,0.12143288060519977,0.014859599368484569,0.059021339195220325,0.02002456063085317,26.560940170427756,0.16415982957224812,68.85862038999639,7.838552922328945,4.445566091480944,0.053588120685595216,25.179063330368898,0.05538595777023284,9.617940028082856
146.25,3.7608680264437604,0.12143710563701282,0.014860738769809688,0.05902663296572884,0.020027496209809963,26.560915618649787,0.1641843813502184,68.8693220152313,7.832077098065853,4.439419471885562,0.05342849067350942,25.174833189320438,0.05535276670598313,9.612176304346024
146.5,3.7608542953498385,0.1214413708181324,0.014861889530305273,0.05903198068247577,0.020030463645369652,26.56089109446974,0.1642089055302672,68.87992503115245,7.825664806356236,4.433323873032445,0.05326988532817616,25.170467456155755,0.055319516570667,9.606402322661111
146.75,3.7608404288899147,0.12144567557353425,0.01486305149109017,0.05903738159238962,0.020033462479192656,26.56086659760269,0.16423340239731182,68.89043009819895,7.819315612437958,4.427278966664117,0.05311229989765312,25.16596734167771,0.05528620851461916,9.60061828278781
147.0,3.7608264289969537,0.12145001933315541,0.014864224494601872,0.05904283494788379,0.020036492253526564,26.560842127767376,0.16425787223262536,68.90083787294121,7.813029084135978,4.421284426387345,0.052955729636072896,25.16133404955272,0.055252843679360904,9.594824382955332
