Time-Course Task

Problem Description:
    AutomaticStepSize: 0
    StepNumber: 1000
    StepSize: 0.25
    Duration: 250
    TimeSeriesRequested: 1
    OutputStartTime: 0
    Output Event: 0
    Start in Steady State: 0
    Use Values: 0
    Values: 

Method: Deterministic (LSODA)
    Integrate Reduced Model: 0
    Relative Tolerance: 1e-06
    Absolute Tolerance: 1e-12
    Max Internal Steps: 100000
    Max Internal Step Size: 0


Time-Course Result:

# Time	EpoRJAK2	EpoRpJAK2	STAT5	CIS	SOCS3	p12EpoRpJAK2	SHP1	CISRNA	SOCS3RNA	CISnRNA1	CISnRNA3	SOCS3nRNA1	SOCS3nRNA3	npSTAT5	CISnRNA4	p2EpoRpJAK2	SOCS3nRNA4	EpoRJAK2_CIS	SOCS3nRNA2	CISnRNA2	CISnRNA5	SOCS3nRNA5	pSTAT5	p1EpoRpJAK2	SHP1Act	
127.75	3.76135	0.121278	67.7609	25.032	9.99581	0.0199303	26.5628	0.068325	0.057562	470.535	559.384	0.000498959	0.000507585	5.05694	617.815	0.0588392	0.000512081	8.89832e-27	0.000503212	510.623	686.447	0.000516703	8.51598	0.0148196	0.162267	
128	3.76136	0.121277	67.7809	25.0414	9.99145	0.0199294	26.5628	0.0680784	0.0575369	469.361	557.625	0.000497863	0.000506426	5.04604	615.706	0.0588381	0.000510889	8.82795e-27	0.000502084	509.177	683.969	0.000515477	8.50349	0.0148193	0.162295	
128.25	3.76136	0.121277	67.8007	25.0506	9.98707	0.0199286	26.5628	0.0678331	0.0575116	468.195	555.877	0.000496774	0.000505274	5.03522	613.61	0.058837	0.000509705	8.75622e-27	0.000500965	507.741	681.505	0.000514261	8.49111	0.0148191	0.162322	
128.5	3.76136	0.121276	67.8203	25.0595	9.98265	0.019928	26.5628	0.0675892	0.0574862	467.037	554.14	0.000495693	0.000504132	5.02449	611.527	0.0588361	0.00050853	8.68205e-27	0.000499853	506.315	679.055	0.000513053	8.47882	0.014819	0.16235	
128.75	3.76136	0.121276	67.8398	25.0682	9.9782	0.0199273	26.5627	0.0673466	0.0574606	465.887	552.415	0.000494621	0.000502997	5.01383	609.456	0.0588354	0.000507364	8.6043e-27	0.00049875	504.898	676.617	0.000511853	8.46665	0.0148188	0.162377	
129	3.76136	0.121276	67.8592	25.0766	9.97373	0.0199268	26.5627	0.0671053	0.0574348	464.746	550.701	0.000493556	0.000501871	5.00325	607.398	0.0588347	0.000506206	8.52175e-27	0.000497655	503.491	674.193	0.000510663	8.45457	0.0148187	0.162405	
129.25	3.76137	0.121276	67.8784	25.0849	9.96922	0.0199263	26.5627	0.0668653	0.0574089	463.612	548.997	0.000492499	0.000500753	4.99275	605.352	0.0588342	0.000505056	8.43312e-27	0.000496568	502.093	671.782	0.000509481	8.44259	0.0148186	0.162432	
129.5	3.76137	0.121276	67.8974	25.0928	9.96469	0.0199259	26.5626	0.0666266	0.0573828	462.487	547.305	0.00049145	0.000499643	4.98233	603.318	0.0588338	0.000503915	8.34037e-27	0.000495489	500.705	669.384	0.000508307	8.43071	0.0148186	0.162459	
129.75	3.76137	0.121276	67.9163	25.1006	9.96013	0.0199256	26.5626	0.0663893	0.0573565	461.37	545.624	0.000490409	0.000498542	4.97199	601.297	0.0588335	0.000502782	8.26428e-27	0.000494418	499.327	667	0.000507143	8.41894	0.0148185	0.162487	
130	3.76137	0.121276	67.9351	25.1081	9.95554	0.0199253	26.5626	0.0661532	0.0573301	460.261	543.954	0.000489375	0.000497448	4.96172	599.288	0.0588334	0.000501658	8.18706e-27	0.000493355	497.958	664.628	0.000505986	8.40726	0.0148185	0.162514	
130.25	3.76137	0.121276	67.9536	25.1154	9.95093	0.0199251	26.5626	0.0659185	0.0573035	459.159	542.294	0.00048835	0.000496363	4.95154	597.291	0.0588333	0.000500541	8.10858e-27	0.0004923	496.598	662.27	0.000504838	8.39568	0.0148185	0.162541	
130.5	3.76137	0.121276	67.9721	25.1225	9.94629	0.019925	26.5625	0.0656851	0.0572768	458.066	540.646	0.000487331	0.000495285	4.94142	595.307	0.0588334	0.000499433	8.02876e-27	0.000491252	495.247	659.924	0.000503699	8.3842	0.0148186	0.162568	
130.75	3.76137	0.121277	67.9904	25.1293	9.94162	0.019925	26.5625	0.0654529	0.0572499	456.98	539.008	0.000486321	0.000494216	4.93139	593.335	0.0588336	0.000498333	7.94756e-27	0.000490212	493.906	657.592	0.000502568	8.37281	0.0148186	0.162595	
131	3.76137	0.121277	68.0085	25.1359	9.93693	0.019925	26.5625	0.0652221	0.0572229	455.903	537.381	0.000485318	0.000493154	4.92143	591.374	0.0588339	0.000497241	7.865e-27	0.000489181	492.574	655.273	0.000501445	8.36152	0.0148187	0.162622	
131.25	3.76136	0.121278	68.0265	25.1423	9.93221	0.0199251	26.5625	0.0649925	0.0571957	454.833	535.765	0.000484322	0.0004921	4.91154	589.426	0.0588343	0.000496157	7.78116e-27	0.000488156	491.252	652.967	0.00050033	8.35033	0.0148188	0.162649	
131.5	3.76136	0.121278	68.0443	25.1485	9.92747	0.0199252	26.5624	0.0647642	0.0571684	453.77	534.159	0.000483334	0.000491055	4.90173	587.49	0.0588349	0.000495082	7.69615e-27	0.00048714	489.938	650.673	0.000499224	8.33923	0.014819	0.162676	
131.75	3.76136	0.121279	68.062	25.1544	9.9227	0.0199254	26.5624	0.0645373	0.0571409	452.716	532.564	0.000482354	0.000490016	4.89199	585.566	0.0588355	0.000494014	7.61017e-27	0.000486131	488.634	648.393	0.000498125	8.32823	0.0148191	0.162702	
132	3.76136	0.12128	68.0796	25.1602	9.9179	0.0199257	26.5624	0.0643116	0.0571133	451.669	530.979	0.000481381	0.000488986	4.88233	583.653	0.0588363	0.000492954	7.52347e-27	0.000485129	487.338	646.125	0.000497035	8.31732	0.0148193	0.162729	
132.25	3.76136	0.121281	68.097	25.1657	9.91308	0.019926	26.5623	0.0640871	0.0570856	450.63	529.404	0.000480415	0.000487963	4.87274	581.753	0.0588371	0.000491902	7.43636e-27	0.000484135	486.052	643.871	0.000495953	8.3065	0.0148195	0.162756	
132.5	3.76135	0.121282	68.1143	25.171	9.90824	0.0199264	26.5623	0.063864	0.0570577	449.598	527.841	0.000479456	0.000486948	4.86322	579.864	0.0588381	0.000490857	7.34923e-27	0.000483149	484.774	641.629	0.000494878	8.29577	0.0148197	0.162782	
132.75	3.76135	0.121283	68.1314	25.1761	9.90337	0.0199269	26.5623	0.0636421	0.0570297	448.573	526.287	0.000478505	0.000485941	4.85377	577.987	0.0588392	0.000489821	7.25487e-27	0.00048217	483.505	639.399	0.000493812	8.28514	0.01482	0.162809	
133	3.76135	0.121284	68.1484	25.181	9.89848	0.0199274	26.5623	0.0634215	0.0570015	447.556	524.744	0.00047756	0.000484941	4.8444	576.121	0.0588404	0.000488792	7.14519e-27	0.000481198	482.245	637.183	0.000492754	8.2746	0.0148202	0.162836	
133.25	3.76134	0.121285	68.1652	25.1856	9.89357	0.019928	26.5622	0.0632022	0.0569732	446.547	523.211	0.000476623	0.000483948	4.83509	574.268	0.0588417	0.000487771	7.02968e-27	0.000480233	480.994	634.979	0.000491703	8.26415	0.0148205	0.162862	
133.5	3.76134	0.121286	68.1819	25.1901	9.88863	0.0199286	26.5622	0.0629841	0.0569448	445.545	521.688	0.000475693	0.000482963	4.82586	572.425	0.058843	0.000486757	6.90788e-27	0.000479276	479.752	632.788	0.00049066	8.25379	0.0148209	0.162888	
133.75	3.76134	0.121288	68.1985	25.1943	9.88367	0.0199293	26.5622	0.0627672	0.0569162	444.55	520.175	0.000474771	0.000481985	4.8167	570.595	0.0588445	0.000485751	6.77931e-27	0.000478326	478.518	630.61	0.000489625	8.24352	0.0148212	0.162915	
134	3.76133	0.121289	68.2149	25.1984	9.87869	0.0199301	26.5622	0.0625516	0.0568875	443.562	518.672	0.000473855	0.000481015	4.80761	568.776	0.0588461	0.000484753	6.64348e-27	0.000477383	477.293	628.444	0.000488598	8.23334	0.0148216	0.162941	
134.25	3.76133	0.121291	68.2312	25.2022	9.87369	0.0199309	26.5621	0.0623373	0.0568587	442.582	517.18	0.000472946	0.000480052	4.79859	566.968	0.0588478	0.000483762	6.49989e-27	0.000476448	476.076	626.29	0.000487578	8.22324	0.0148219	0.162967	
134.5	3.76132	0.121292	68.2474	25.2059	9.86866	0.0199318	26.5621	0.0621242	0.0568298	441.609	515.697	0.000472044	0.000479096	4.78963	565.171	0.0588496	0.000482778	6.34804e-27	0.000475519	474.868	624.15	0.000486566	8.21324	0.0148223	0.162994	
134.75	3.76132	0.121294	68.2634	25.2093	9.86361	0.0199327	26.5621	0.0619124	0.0568007	440.643	514.224	0.000471149	0.000478148	4.78075	563.386	0.0588515	0.000481802	6.18739e-27	0.000474598	473.669	622.021	0.000485562	8.20332	0.0148227	0.16302	
135	3.76131	0.121296	68.2793	25.2125	9.85854	0.0199337	26.5621	0.0617017	0.0567715	439.684	512.761	0.00047026	0.000477207	4.77194	561.613	0.0588535	0.000480833	6.01741e-27	0.000473683	472.478	619.905	0.000484565	8.19349	0.0148232	0.163046	
135.25	3.76131	0.121298	68.2951	25.2156	9.85345	0.0199348	26.562	0.0614923	0.0567422	438.732	511.308	0.000469379	0.000476272	4.76319	559.85	0.0588556	0.000479871	5.83754e-27	0.000472776	471.295	617.801	0.000483575	8.18374	0.0148236	0.163072	
135.5	3.7613	0.121299	68.3107	25.2184	9.84834	0.0199359	26.562	0.0612842	0.0567128	437.787	509.865	0.000468504	0.000475345	4.75451	558.099	0.0588577	0.000478917	5.6472e-27	0.000471875	470.12	615.71	0.000482593	8.17408	0.0148241	0.163098	
135.75	3.7613	0.121301	68.3262	25.2211	9.84321	0.019937	26.562	0.0610773	0.0566832	436.849	508.431	0.000467636	0.000474425	4.74589	556.359	0.05886	0.00047797	5.44582e-27	0.000470981	468.954	613.631	0.000481618	8.16451	0.0148246	0.163124	
136	3.76129	0.121303	68.3416	25.2235	9.83806	0.0199382	26.5619	0.0608715	0.0566535	435.918	507.007	0.000466775	0.000473512	4.73735	554.629	0.0588624	0.00047703	5.25968e-27	0.000470094	467.796	611.564	0.000480651	8.15502	0.0148251	0.16315	
136.25	3.76128	0.121305	68.3568	25.2258	9.83289	0.0199395	26.5619	0.060667	0.0566238	434.994	505.593	0.00046592	0.000472606	4.72887	552.911	0.0588648	0.000476097	5.08692e-27	0.000469214	466.647	609.51	0.000479691	8.14561	0.0148257	0.163176	
136.5	3.76128	0.121308	68.3719	25.2279	9.8277	0.0199408	26.5619	0.0604637	0.0565939	434.077	504.188	0.000465072	0.000471707	4.72045	551.204	0.0588673	0.000475171	4.91695e-27	0.000468341	465.505	607.467	0.000478738	8.13629	0.0148262	0.163202	
136.75	3.76127	0.12131	68.3869	25.2298	9.82249	0.0199422	26.5619	0.0602616	0.0565639	433.166	502.792	0.000464231	0.000470814	4.7121	549.508	0.05887	0.000474253	4.75153e-27	0.000467474	464.372	605.437	0.000477792	8.12705	0.0148268	0.163228	
137	3.76126	0.121312	68.4017	25.2315	9.81726	0.0199436	26.5618	0.0600608	0.0565337	432.262	501.407	0.000463396	0.000469929	4.70382	547.822	0.0588727	0.000473341	4.59259e-27	0.000466614	463.246	603.419	0.000476854	8.11789	0.0148274	0.163254	
137.25	3.76126	0.121314	68.4165	25.233	9.81201	0.0199451	26.5618	0.0598611	0.0565035	431.366	500.03	0.000462567	0.00046905	4.6956	546.148	0.0588755	0.000472436	4.44226e-27	0.000465761	462.129	601.412	0.000475922	8.10881	0.014828	0.163279	
137.5	3.76125	0.121317	68.4311	25.2343	9.80674	0.0199466	26.5618	0.0596626	0.0564732	430.475	498.663	0.000461745	0.000468178	4.68744	544.484	0.0588784	0.000471538	4.30284e-27	0.000464914	461.019	599.418	0.000474998	8.09981	0.0148287	0.163305	
137.75	3.76124	0.121319	68.4455	25.2355	9.80146	0.0199482	26.5618	0.0594652	0.0564428	429.592	497.305	0.000460929	0.000467313	4.67935	542.831	0.0588813	0.000470647	4.17685e-27	0.000464074	459.918	597.436	0.000474081	8.0909	0.0148293	0.163331	
138	3.76123	0.121322	68.4599	25.2365	9.79615	0.0199498	26.5617	0.0592691	0.0564122	428.714	495.957	0.00046012	0.000466454	4.67132	541.189	0.0588844	0.000469763	4.06702e-27	0.00046324	458.824	595.465	0.00047317	8.08206	0.01483	0.163357	
138.25	3.76123	0.121325	68.4741	25.2373	9.79083	0.0199514	26.5617	0.0590742	0.0563816	427.844	494.617	0.000459317	0.000465602	4.66336	539.557	0.0588875	0.000468886	3.97627e-27	0.000462413	457.738	593.507	0.000472267	8.07331	0.0148307	0.163382	
138.5	3.76122	0.121327	68.4882	25.2379	9.78549	0.0199531	26.5617	0.0588804	0.0563508	426.98	493.287	0.00045852	0.000464756	4.65545	537.935	0.0588907	0.000468015	3.90777e-27	0.000461592	456.66	591.56	0.00047137	8.06463	0.0148314	0.163408	
138.75	3.76121	0.12133	68.5022	25.2383	9.78014	0.0199549	26.5617	0.0586878	0.05632	426.122	491.966	0.00045773	0.000463917	4.64761	536.325	0.058894	0.000467151	3.8649e-27	0.000460778	455.59	589.625	0.000470481	8.05603	0.0148321	0.163433	
139	3.7612	0.121333	68.5161	25.2386	9.77476	0.0199567	26.5616	0.0584964	0.0562891	425.271	490.654	0.000456945	0.000463085	4.63984	534.724	0.0588974	0.000466294	3.85127e-27	0.00045997	454.527	587.702	0.000469598	8.04751	0.0148328	0.163459	
139.25	3.76119	0.121336	68.5299	25.2387	9.76938	0.0199586	26.5616	0.0583061	0.056258	424.427	489.351	0.000456167	0.000462259	4.63212	533.134	0.0589009	0.000465443	3.78458e-27	0.000459168	453.472	585.79	0.000468722	8.03907	0.0148336	0.163484	
139.5	3.76118	0.121338	68.5435	25.2386	9.76397	0.0199605	26.5616	0.058117	0.0562269	423.588	488.057	0.000455395	0.00046144	4.62446	531.555	0.0589044	0.000464599	3.71689e-27	0.000458372	452.424	583.89	0.000467853	8.0307	0.0148343	0.16351	
139.75	3.76117	0.121341	68.557	25.2383	9.75855	0.0199624	26.5616	0.057929	0.0561957	422.756	486.771	0.000454629	0.000460626	4.61687	529.986	0.058908	0.000463761	3.6548e-27	0.000457583	451.385	582.002	0.00046699	8.02241	0.0148351	0.163535	
140	3.76116	0.121344	68.5704	25.2379	9.75311	0.0199644	26.5615	0.0577422	0.0561643	421.931	485.495	0.000453869	0.000459819	4.60933	528.427	0.0589117	0.00046293	3.59752e-27	0.0004568	450.352	580.125	0.000466134	8.0142	0.0148359	0.16356	
140.25	3.76115	0.121348	68.5837	25.2373	9.74765	0.0199664	26.5615	0.0575565	0.0561329	421.111	484.227	0.000453115	0.000459019	4.60185	526.878	0.0589155	0.000462105	3.54408e-27	0.000456023	449.327	578.259	0.000465284	8.00606	0.0148367	0.163586	
140.5	3.76114	0.121351	68.5968	25.2365	9.74218	0.0199685	26.5615	0.057372	0.0561014	420.298	482.969	0.000452367	0.000458225	4.59444	525.339	0.0589193	0.000461287	3.49334e-27	0.000455252	448.31	576.405	0.000464442	7.99799	0.0148376	0.163611	
140.75	3.76113	0.121354	68.6099	25.2356	9.7367	0.0199706	26.5615	0.0571886	0.0560698	419.491	481.718	0.000451625	0.000457436	4.58708	523.811	0.0589232	0.000460475	3.44396e-27	0.000454487	447.299	574.563	0.000463605	7.99	0.0148384	0.163636	
141	3.76112	0.121357	68.6228	25.2345	9.7312	0.0199728	26.5614	0.0570063	0.0560382	418.69	480.477	0.000450889	0.000456655	4.57978	522.292	0.0589272	0.000459669	3.3944e-27	0.000453728	446.297	572.731	0.000462775	7.98208	0.0148393	0.163661	
141.25	3.76111	0.12136	68.6356	25.2333	9.72568	0.019975	26.5614	0.0568252	0.0560064	417.895	479.244	0.000450158	0.000455879	4.57254	520.784	0.0589312	0.00045887	3.3429e-27	0.000452976	445.301	570.912	0.000461952	7.97424	0.0148402	0.163687	
141.5	3.7611	0.121364	68.6483	25.2318	9.72016	0.0199772	26.5614	0.0566451	0.0559746	417.106	478.02	0.000449434	0.000455109	4.56536	519.285	0.0589353	0.000458077	3.28751e-27	0.000452229	444.313	569.103	0.000461135	7.96647	0.014841	0.163712	
141.75	3.76109	0.121367	68.6609	25.2303	9.71461	0.0199795	26.5614	0.0564662	0.0559427	416.323	476.804	0.000448715	0.000454345	4.55824	517.797	0.0589395	0.00045729	3.22602e-27	0.000451488	443.332	567.305	0.000460324	7.95877	0.014842	0.163737	
142	3.76108	0.121371	68.6734	25.2285	9.70905	0.0199818	26.5613	0.0562884	0.0559106	415.547	475.597	0.000448002	0.000453588	4.55117	516.318	0.0589438	0.00045651	3.15601e-27	0.000450753	442.358	565.519	0.00045952	7.95115	0.0148429	0.163762	
142.25	3.76107	0.121374	68.6858	25.2266	9.70348	0.0199842	26.5613	0.0561117	0.0558786	414.776	474.398	0.000447295	0.000452836	4.54416	514.849	0.0589481	0.000455735	3.08328e-27	0.000450024	441.391	563.744	0.000458722	7.94359	0.0148438	0.163787	
142.5	3.76106	0.121378	68.6981	25.2246	9.6979	0.0199866	26.5613	0.0559361	0.0558464	414.011	473.208	0.000446593	0.000452091	4.53721	513.39	0.0589525	0.000454966	3.0486e-27	0.0004493	440.431	561.98	0.00045793	7.93611	0.0148448	0.163812	
142.75	3.76105	0.121381	68.7102	25.2224	9.6923	0.019989	26.5613	0.0557616	0.0558142	413.252	472.025	0.000445897	0.000451351	4.53031	511.94	0.058957	0.000454204	3.01596e-27	0.000448583	439.478	560.226	0.000457144	7.9287	0.0148457	0.163837	
143	3.76104	0.121385	68.7223	25.22	9.68668	0.0199915	26.5612	0.0555882	0.0557818	412.499	470.852	0.000445207	0.000450617	4.52347	510.5	0.0589615	0.000453448	2.98496e-27	0.000447871	438.533	558.484	0.000456365	7.92135	0.0148467	0.163862	
143.25	3.76102	0.121389	68.7342	25.2175	9.68106	0.019994	26.5612	0.0554159	0.0557494	411.751	469.686	0.000444522	0.000449889	4.51668	509.07	0.0589661	0.000452697	2.9552e-27	0.000447164	437.594	556.753	0.000455591	7.91408	0.0148477	0.163887	
143.5	3.76101	0.121392	68.746	25.2149	9.67542	0.0199966	26.5612	0.0552446	0.055717	411.009	468.528	0.000443843	0.000449167	4.50995	507.649	0.0589707	0.000451953	2.9262e-27	0.000446464	436.662	555.033	0.000454824	7.90687	0.0148487	0.163912	
143.75	3.761	0.121396	68.7578	25.2121	9.66977	0.0199992	26.5612	0.0550745	0.0556844	410.273	467.379	0.000443169	0.00044845	4.50327	506.238	0.0589754	0.000451214	2.89752e-27	0.000445769	435.737	553.323	0.000454063	7.89974	0.0148497	0.163936	
144	3.76099	0.1214	68.7694	25.2091	9.66411	0.0200018	26.5611	0.0549054	0.0556518	409.543	466.238	0.0004425	0.000447739	4.49665	504.837	0.0589802	0.000450481	2.86867e-27	0.00044508	434.819	551.624	0.000453308	7.89267	0.0148507	0.163961	
144.25	3.76097	0.121404	68.7809	25.206	9.65843	0.0200045	26.5611	0.0547374	0.0556191	408.819	465.105	0.000441837	0.000447034	4.49008	503.444	0.0589851	0.000449754	2.83913e-27	0.000444396	433.907	549.936	0.000452558	7.88567	0.0148518	0.163986	
144.5	3.76096	0.121408	68.7923	25.2028	9.65275	0.0200072	26.5611	0.0545704	0.0555864	408.1	463.98	0.00044118	0.000446335	4.48357	502.061	0.05899	0.000449033	2.80837e-27	0.000443718	433.002	548.259	0.000451815	7.87873	0.0148528	0.164011	
144.75	3.76095	0.121412	68.8036	25.1994	9.64705	0.0200099	26.5611	0.0544045	0.0555536	407.386	462.862	0.000440528	0.000445641	4.47711	500.688	0.0589949	0.000448318	2.77586e-27	0.000443045	432.104	546.592	0.000451078	7.87187	0.0148539	0.164035	
145	3.76094	0.121416	68.8148	25.1959	9.64134	0.0200127	26.561	0.0542396	0.0555207	406.678	461.753	0.000439881	0.000444953	4.4707	499.323	0.0589999	0.000447608	2.74102e-27	0.000442378	431.213	544.936	0.000450346	7.86506	0.014855	0.16406	
145.25	3.76092	0.12142	68.8259	25.1922	9.63562	0.0200155	26.561	0.0540758	0.0554877	405.976	460.652	0.000439239	0.00044427	4.46435	497.968	0.059005	0.000446904	2.70326e-27	0.000441716	430.328	543.29	0.00044962	7.85833	0.0148561	0.164085	
145.5	3.76091	0.121424	68.8369	25.1884	9.62988	0.0200183	26.561	0.0539131	0.0554547	405.279	459.558	0.000438603	0.000443593	4.45804	496.622	0.0590101	0.000446206	2.66719e-27	0.000441059	429.45	541.655	0.0004489	7.85166	0.0148572	0.164109	
145.75	3.7609	0.121428	68.8478	25.1844	9.62414	0.0200212	26.561	0.0537514	0.0554217	404.588	458.472	0.000437972	0.000442921	4.45179	495.285	0.0590153	0.000445513	2.63693e-27	0.000440408	428.579	540.03	0.000448186	7.84505	0.0148583	0.164134	
146	3.76088	0.121432	68.8586	25.1803	9.61839	0.0200241	26.5609	0.0535907	0.0553885	403.902	457.394	0.000437346	0.000442255	4.44559	493.957	0.0590206	0.000444826	2.60657e-27	0.000439762	427.714	538.416	0.000447478	7.83851	0.0148594	0.164159	
146.25	3.76087	0.121437	68.8693	25.1761	9.61262	0.020027	26.5609	0.053431	0.0553553	403.221	456.324	0.000436725	0.000441594	4.43945	492.638	0.0590258	0.000444145	2.57616e-27	0.000439122	426.855	536.812	0.000446775	7.83204	0.0148606	0.164183	
146.5	3.76086	0.121441	68.8799	25.1717	9.60685	0.02003	26.5609	0.0532724	0.0553221	402.546	455.261	0.000436109	0.000440939	4.43335	491.328	0.0590312	0.000443469	2.54582e-27	0.000438486	426.003	535.218	0.000446078	7.82562	0.0148617	0.164208	
146.75	3.76084	0.121445	68.8905	25.1672	9.60106	0.020033	26.5609	0.0531148	0.0552888	401.876	454.206	0.000435498	0.000440289	4.4273	490.027	0.0590366	0.000442798	2.51571e-27	0.000437856	425.157	533.635	0.000445386	7.81927	0.0148629	0.164232	
147	3.76083	0.121449	68.9009	25.1626	9.59527	0.020036	26.5608	0.0529582	0.0552554	401.211	453.158	0.000434893	0.000439644	4.42131	488.735	0.0590421	0.000442133	2.48605e-27	0.000437231	424.318	532.062	0.0004447	7.81299	0.0148641	0.164257	
147.25	3.76081	0.121454	68.9112	25.1578	9.58946	0.0200391	26.5608	0.0528026	0.055222	400.552	452.118	0.000434292	0.000439004	4.41536	487.452	0.0590476	0.000441473	2.45707e-27	0.000436611	423.484	530.498	0.000444019	7.80676	0.0148652	0.164281	
147.5	3.7608	0.121458	68.9214	25.1529	9.58365	0.0200422	26.5608	0.052648	0.0551885	399.898	451.085	0.000433697	0.00043837	4.40947	486.177	0.0590531	0.000440819	2.42912e-27	0.000435997	422.657	528.945	0.000443344	7.8006	0.0148664	0.164306	
147.75	3.76079	0.121463	68.9315	25.1479	9.57783	0.0200453	26.5608	0.0524945	0.055155	399.248	450.06	0.000433106	0.000437741	4.40362	484.912	0.0590587	0.00044017	2.40254e-27	0.000435387	421.837	527.403	0.000442675	7.79449	0.0148676	0.16433	
148	3.76077	0.121467	68.9415	25.1427	9.57199	0.0200485	26.5607	0.0523419	0.0551214	398.605	449.042	0.00043252	0.000437117	4.39782	483.655	0.0590644	0.000439526	2.37778e-27	0.000434782	421.022	525.87	0.000442011	7.78845	0.0148689	0.164354	
148.25	3.76076	0.121472	68.9515	25.1375	9.56615	0.0200516	26.5607	0.0521903	0.0550877	397.966	448.032	0.00043194	0.000436498	4.39208	482.406	0.0590701	0.000438887	2.35533e-27	0.000434183	420.214	524.347	0.000441352	7.78247	0.0148701	0.164379	
148.5	3.76074	0.121476	68.9613	25.132	9.5603	0.0200549	26.5607	0.0520397	0.055054	397.332	447.029	0.000431364	0.000435884	4.38638	481.166	0.0590759	0.000438254	2.33574e-27	0.000433588	419.412	522.834	0.000440699	7.77655	0.0148713	0.164403	
148.75	3.76073	0.121481	68.9711	25.1265	9.55444	0.0200581	26.5607	0.0518901	0.0550203	396.704	446.033	0.000430793	0.000435276	4.38072	479.935	0.0590817	0.000437626	2.31019e-27	0.000432999	418.616	521.33	0.000440051	7.77069	0.0148726	0.164427	
149	3.76071	0.121486	68.9807	25.1209	9.54858	0.0200614	26.5606	0.0517414	0.0549865	396.08	445.044	0.000430226	0.000434672	4.37512	478.712	0.0590875	0.000437003	2.28055e-27	0.000432414	417.826	519.837	0.000439408	7.76489	0.0148738	0.164451	
149.25	3.7607	0.12149	68.9903	25.1151	9.5427	0.0200647	26.5606	0.0515938	0.0549527	395.461	444.062	0.000429665	0.000434074	4.36956	477.498	0.0590934	0.000436385	2.25059e-27	0.000431834	417.042	518.354	0.00043877	7.75915	0.0148751	0.164476	
149.5	3.76068	0.121495	68.9997	25.1092	9.53682	0.020068	26.5606	0.0514471	0.0549188	394.848	443.088	0.000429108	0.00043348	4.36405	476.292	0.0590993	0.000435773	2.22035e-27	0.000431259	416.264	516.88	0.000438138	7.75346	0.0148764	0.1645	
149.75	3.76067	0.1215	69.0091	25.1032	9.53093	0.0200713	26.5606	0.0513013	0.0548849	394.239	442.121	0.000428556	0.000432891	4.35859	475.094	0.0591053	0.000435165	2.18987e-27	0.000430689	415.491	515.415	0.000437511	7.74784	0.0148777	0.164524	
150	3.76065	0.121504	69.0184	25.097	9.52503	0.0200747	26.5606	0.0511565	0.0548509	393.635	441.16	0.000428008	0.000432308	4.35318	473.905	0.0591114	0.000434562	2.15922e-27	0.000430124	414.725	513.961	0.000436889	7.74227	0.0148789	0.164548	
150.25	3.76064	0.121509	69.0276	25.0908	9.51913	0.0200781	26.5605	0.0510127	0.0548169	393.036	440.207	0.000427466	0.000431729	4.34781	472.724	0.0591174	0.000433965	2.12846e-27	0.000429563	413.965	512.516	0.000436272	7.73676	0.0148802	0.164572	
150.5	3.76062	0.121514	69.0367	25.0844	9.51321	0.0200815	26.5605	0.0508698	0.0547829	392.442	439.261	0.000426927	0.000431155	4.34248	471.551	0.0591235	0.000433372	2.09768e-27	0.000429007	413.21	511.08	0.000435661	7.73131	0.0148816	0.164597	
150.75	3.7606	0.121519	69.0458	25.0779	9.50729	0.020085	26.5605	0.0507279	0.0547488	391.853	438.321	0.000426394	0.000430585	4.33721	470.386	0.0591297	0.000432784	2.06698e-27	0.000428456	412.461	509.654	0.000435054	7.72591	0.0148829	0.164621	
151	3.76059	0.121524	69.0547	25.0713	9.50137	0.0200884	26.5605	0.0505869	0.0547147	391.268	437.389	0.000425865	0.000430021	4.33197	469.23	0.0591359	0.000432202	2.03647e-27	0.000427909	411.718	508.238	0.000434452	7.72057	0.0148842	0.164645	
151.25	3.76057	0.121529	69.0636	25.0646	9.49543	0.0200919	26.5604	0.0504468	0.0546805	390.688	436.463	0.00042534	0.000429461	4.32679	468.082	0.0591421	0.000431624	2.00628e-27	0.000427367	410.981	506.831	0.000433856	7.71528	0.0148856	0.164669	
151.5	3.76056	0.121534	69.0723	25.0577	9.48949	0.0200955	26.5604	0.0503077	0.0546463	390.113	435.544	0.00042482	0.000428906	4.32164	466.941	0.0591484	0.00043105	1.97653e-27	0.00042683	410.249	505.433	0.000433264	7.71005	0.0148869	0.164693	
151.75	3.76054	0.121539	69.081	25.0508	9.48355	0.020099	26.5604	0.0501695	0.054612	389.543	434.632	0.000424305	0.000428356	4.31655	465.809	0.0591547	0.000430482	1.94738e-27	0.000426297	409.523	504.044	0.000432677	7.70488	0.0148883	0.164717	
152	3.76052	0.121544	69.0896	25.0437	9.47759	0.0201026	26.5604	0.0500322	0.0545778	388.977	433.727	0.000423794	0.000427811	4.31149	464.684	0.0591611	0.000429919	1.91663e-27	0.000425769	408.803	502.665	0.000432096	7.69976	0.0148896	0.164741	
152.25	3.76051	0.121549	69.0981	25.0366	9.47164	0.0201062	26.5603	0.0498958	0.0545434	388.416	432.828	0.000423287	0.00042727	4.30648	463.568	0.0591675	0.00042936	1.88587e-27	0.000425246	408.088	501.295	0.000431519	7.69469	0.014891	0.164765	
