task1.time,task1.npSTAT5,task2.npSTAT5,task3.npSTAT5
52.480000000000004,14.796821526096828,0.14529236837973453,8.273824636873302
52.56,14.778008157834249,0.14536959681237224,8.273168931744365
52.64,14.759201713998143,0.14544615191237545,8.272490789093741
52.72,14.74040236700568,0.14552203652175472,8.27179032532907
52.800000000000004,14.721610287876791,0.14559725347593178,8.271067656437207
52.88,14.702825646245794,0.1456718056035837,8.270322897984974
52.96,14.684048610373054,0.14574569572648702,8.269556165119905
53.04,14.665279345031975,0.14581892700797242,8.268767572570976
53.120000000000005,14.646518015129443,0.14589150203191928,8.267957235278764
53.2,14.627764786028477,0.14596342358799863,8.267125268362902
53.28,14.609019820339926,0.14603469448316153,8.266271784025365
53.36,14.590283279334537,0.1461053175176441,8.265396895396018
53.44,14.57155532295366,0.14617529548483968,8.264500715194137
53.52,14.55283610981994,0.14624463117117023,8.263583355729265
53.6,14.534125797248013,0.14631332735595845,8.262644928902086
53.68,14.51542454125521,0.14638138681129922,8.261685546205264
53.76,14.49673249657223,0.1464488123019316,8.260705318724314
53.84,14.478049816653852,0.14651560658511043,8.25970435713846
53.92,14.459376653689626,0.1465817724104782,8.258682771721489
54.0,14.440713152423287,0.14664731251993685,8.257640672342614
54.08,14.42205946596116,0.14671222964751926,8.256578168467325
54.160000000000004,14.403415742731289,0.14677652651926137,8.255495369158263
54.24,14.384782129510945,0.146840206055126,8.25439238307606
54.32,14.366158771825136,0.14690327119744104,8.253269318480218
54.4,14.34754581395574,0.14696572437594743,8.252126283229943
54.480000000000004,14.328943398950663,0.147027568304454,8.25096338478503
54.56,14.310351668632991,0.14708880568958843,8.24978073139863
54.64,14.291770763610124,0.14714943923071278,8.248578428866189
54.72,14.273200823282938,0.1472094716198386,8.24735658346033
54.800000000000004,14.254641985854922,0.1472689055415424,8.246115301088972
54.88,14.236094387247363,0.14732774367288068,8.244854687267175
54.96,14.21755816097451,0.14738598868330546,8.24357484711808
55.04,14.199033443575921,0.14744364323457954,8.24227588537381
55.120000000000005,14.180520368293475,0.14750070998069162,8.2409579063764
55.2,14.162019067193384,0.1475571915677718,8.239621014078715
55.28,14.143529671174392,0.1476130906340068,8.23826531204537
55.36,14.12505230997597,0.14766840980955512,8.236890903453645
55.44,14.106587112186547,0.14772315171646255,8.235497891094406
55.52,14.088134205251702,0.14777731955098228,8.234086377373027
55.6,14.069693715482371,0.1478309156314128,8.232656464310308
55.68,14.051265768063065,0.14788394247369202,8.231208253543398
55.76,14.032850487060069,0.14793640269346808,8.229741846326704
55.84,14.014447994881142,0.14798829889968393,8.228257343532816
55.92,13.99605841341326,0.14803963369454684,8.226754846191696
56.0,13.97768186358829,0.14809040967349746,8.225234454329497
56.08,13.959318465024316,0.14814062942517925,8.223696267448732
56.160000000000004,13.940968336257104,0.1481902955314077,8.22214038492944
56.24,13.922631594748106,0.1482394105671396,8.220566905776035
56.32,13.90430835689247,0.14828797710044225,8.218975928618251
56.4,13.88599873802705,0.14833599769246286,8.217367551712103
56.480000000000004,13.867702852438413,0.14838347489739762,8.215741872940857
56.56,13.849420813370852,0.1484304112624612,8.21409898981599
56.64,13.831152733034397,0.1484768093278558,8.212438999478147
56.72,13.812898722580243,0.14852267167314387,8.210761998698105
56.800000000000004,13.794658891351501,0.14856800092839867,8.209068083877739
56.88,13.776433349042422,0.14861279951323653,8.207357351050977
